ventas_totales,clientes,ticket_promedio,productos_vendidos,ventas_online,ventas_tienda,gastos_operativos,publicidad,inventario,personal,descuentos,competencia_precios,satisfaccion_clientes,dias_festivos,region
1099.3428306022465,12.447818822657977,86.08793878407803,62.62116309024582,498.4778351201832,652.4345375384014,339.4579048813571,135.04560853712474,522.8164745227278,9.425907967282127,45.064281692310296,94.80654926840415,4.283297867244999,1,Oeste
972.347139765763,15.14501774141775,62.94058143080104,59.3514840123926,294.9898086686138,581.7754886724423,268.2634110612205,97.03539836000385,457.6215912373336,12.051540192154242,43.34242875360379,107.0320105468437,3.9197090483652874,1,Norte
1129.5377076201385,20.522726485294548,53.15426395422824,61.463784502362365,435.42533025418226,680.9373685014622,359.6020037184573,109.82810018180058,621.7850911049866,12.86113218257893,53.54174334954399,96.23084983515434,4.202374071454149,1,Este
1304.605971281605,35.53055771233305,35.621866321408184,45.805321654462546,519.7593873435753,830.106655851272,373.6709406303215,125.23699786961937,726.8795321952024,13.00351401355386,65.97864311870372,96.72650039677404,4.175954533314354,0,Sur
953.1693250553328,21.846152123775447,43.20269304990642,46.10424192748905,382.06316294211473,534.5407296088625,308.4374486399537,99.08060287752437,439.42936419125976,9.820367925052734,52.77927788580104,93.56511546351187,3.745489687182872,0,Este
953.1726086101639,12.386044326703821,78.62967773031863,36.101554681339046,390.2938462479696,529.5862155904654,277.72843832162755,99.18308675272569,449.8265270074938,9.514930051432952,51.12931014736702,91.71059259197152,3.822310061726364,0,Norte
1315.8425631014784,28.747032709117754,45.13084315338686,63.76607042589319,556.8590162310661,851.3365249680357,343.1213551615536,141.09053504141298,703.622194330905,14.132444149361863,59.895504162836495,103.5417735389621,4.300063586175609,1,Norte
1153.4869458305818,15.333218971919809,72.05671917391525,67.47438965286803,459.6244063799652,668.9599304042843,316.57359653474646,106.08807293956806,598.0842726409868,9.93586614139443,55.81578598070083,104.83706294644625,4.9060439043207005,0,Sur
906.1051228130095,23.535557725695558,40.77954723758039,48.35676449940021,344.0391350180198,480.5113060089523,258.9190955832843,87.48556349988834,480.10968561934163,10.786060694867382,45.68713408416331,102.27148437551283,4.60340929065466,0,Norte
1108.5120087171929,19.81461691525446,54.26997517408935,66.90650909983397,423.0253362538924,640.8507081253222,373.59927332761515,131.15665810396132,590.1200561527187,11.792251762953553,54.114564813627155,93.83816394446559,3.4354419719413,0,Sur
907.3164614375075,17.678148285054295,51.20673896413651,48.78336227901077,332.35079447308533,527.8872401003044,299.229247347129,92.97755247625068,444.02894424899074,8.547051938595972,44.019346942533915,97.98508100086627,3.4372091303870445,1,Sur
906.8540492859486,24.76606422342992,37.509874177952526,32.3594430676084,402.1187859307227,621.8605659578574,320.7720571554488,88.9601611953274,466.62582164258174,8.092984429842401,36.72898584102607,115.95934783421177,3.732184325615868,1,Norte
1048.3924543132068,14.532031243342889,72.54277990006278,27.21115264993299,387.030557751457,675.276783206761,364.1267927748578,95.42306777548367,534.2839131845271,12.166186426665686,46.655951959962145,85.78916622900434,4.0494606689387975,0,Norte
617.3439510684404,5.361288095803852,117.33679731301903,32.355285170217925,289.2761358777884,427.7824014726764,169.1606611828047,66.79373816505156,274.3323115244018,5.872466878384191,28.852498307725657,118.85891280428639,4.02412812848716,0,Oeste
655.0164334973935,10.182332038217844,65.28673088925265,30.611557011358016,262.956527511951,434.0085422157753,190.85032425645315,75.8118255201638,340.11185447732487,5.15237814331426,17.284693300143864,100.99719846117547,4.6201401384641745,0,Oeste
887.5424941518055,22.942744138132696,36.96248706888116,34.60766731377146,328.95425731791573,579.8376800718489,253.92435051562546,97.50012587327862,493.27967492188947,8.106285407569407,47.58034630763955,98.19873610023495,4.647556652923388,0,Sur
797.4337759331153,8.351945141278094,99.83593346897864,22.86541630014198,349.8938711604529,444.0561592308532,219.08481462090228,77.15536895722236,385.3515584128232,9.512747057109472,33.00829329810042,109.53378338801677,4.002832792207755,1,Norte
1062.8494665190547,7.096211339828248,150.1656980240591,45.79504119122564,388.767090371466,627.7795721437585,263.60999867562265,109.89746948554084,537.5275032091647,7.407388262698466,56.57666399227843,79.32733930941632,3.8861517118195628,1,Oeste
818.3951848957578,14.112109405870163,57.697726022526865,38.97484439614013,359.26727599471377,441.5413452862772,245.07612392822205,98.5561128560619,417.46594908831315,7.473134037796633,43.91433926714244,113.80319574579751,4.2583732161437995,1,Oeste
717.5392597329417,17.109489194213435,43.86593862816013,42.535741223710986,297.6520099527659,419.99915431291333,176.69481010854918,82.46274889500886,347.38304784906,9.316557936680944,33.158497771085166,118.57725828948381,4.531600660025755,1,Oeste
1293.1297537843109,31.863903824380365,41.081806011564545,66.54279850489534,487.4356670591284,810.0831018173235,386.9137696892634,121.47134795649791,673.6409263999298,12.594863993636594,69.65922931772324,110.879728674591,4.276218404988774,1,Oeste
954.8447399026928,16.78108798762686,57.698506049328664,63.82290946686193,408.36963672780513,579.636008182228,349.92654625769734,70.0244233440546,450.2197447011469,10.094080863582612,51.45822371975931,78.97714631089283,3.7842270983046458,0,Sur
1013.5056409375848,18.212979783171683,60.63180477050947,40.3192414864253,432.73174265946585,673.6774255105655,288.77133939135416,104.31828916460083,560.0586412166298,12.308594338450238,49.13047469270604,107.64167797800482,3.6938730691463384,1,Este
